word=prancha de madeira	pleasantness=-0.033	attention=0	sensitivity=0.075	aptitude=0	polarity=-0.036
word=toalha molhada	pleasantness=-0.068	attention=0	sensitivity=0	aptitude=0	polarity=-0.023
word=boa aparência	pleasantness=0.896	attention=0.887	sensitivity=0	aptitude=0.719	polarity=0.834
word=em escassez	pleasantness=-0.914	attention=0	sensitivity=-0.728	aptitude=-0.99	polarity=-0.877
word=árvore de parte	pleasantness=0.025	attention=-0.037	sensitivity=0.057	aptitude=0.071	polarity=0.025
word=conta bancária	pleasantness=0	attention=0.192	sensitivity=0	aptitude=0.052	polarity=0.081
word=suficientes	pleasantness=0.258	attention=0.357	sensitivity=-0.088	aptitude=0.351	polarity=0.293
word=pele macia	pleasantness=0.177	attention=0.083	sensitivity=0	aptitude=0.166	polarity=0.142
word=transtorno obsessivo-compulsivo	pleasantness=-0.453	attention=0.186	sensitivity=-0.406	aptitude=0.065	polarity=-0.203
word=loja de livro	pleasantness=-0.055	attention=0.077	sensitivity=0	aptitude=0.058	polarity=0.027
word=pegar caxumba	pleasantness=0	attention=0	sensitivity=-0.106	aptitude=0	polarity=-0.035
word=flor de água	pleasantness=0.067	attention=0.153	sensitivity=-0.054	aptitude=0.111	polarity=0.092
word=micróbio	pleasantness=0	attention=0	sensitivity=0	aptitude=-0.088	polarity=-0.029
word=político	pleasantness=0	attention=0.149	sensitivity=-0.081	aptitude=0.053	polarity=0.04
word=boneca Barbie	pleasantness=0.039	attention=-0.082	sensitivity=0	aptitude=0.098	polarity=0.073
word=loja da esquina	pleasantness=0	attention=0.081	sensitivity=0	aptitude=0.071	polarity=0.051
word=papel de escrita	pleasantness=-0.169	attention=0	sensitivity=0	aptitude=0	polarity=-0.056
word=perturbar	pleasantness=-0.111	attention=-0.083	sensitivity=0.058	aptitude=-0.179	polarity=-0.088
word=sentido de prazer	pleasantness=0.456	attention=0	sensitivity=0.079	aptitude=-0.147	polarity=0.077
word=Prêmio	pleasantness=0.894	attention=0.881	sensitivity=0	aptitude=0.803	polarity=0.859
word=obstrução	pleasantness=0.06	attention=0.083	sensitivity=-0.051	aptitude=0.122	polarity=0.071
word=de madeira	pleasantness=0	attention=0	sensitivity=0.056	aptitude=0.149	polarity=0.031
word=voyeur	pleasantness=0.904	attention=0.932	sensitivity=0	aptitude=0.976	polarity=0.937
word=mochila	pleasantness=0	attention=0	sensitivity=0.009	aptitude=-0.063	polarity=-0.024
word=bom comportamento	pleasantness=0.926	attention=0.744	sensitivity=0	aptitude=0.914	polarity=0.861
word=ganhar a aposta	pleasantness=0.821	attention=0.766	sensitivity=0	aptitude=0.968	polarity=0.852
word=virilha	pleasantness=0	attention=0	sensitivity=0	aptitude=-0.068	polarity=-0.023
word=proteger o rei	pleasantness=0	attention=0	sensitivity=0	aptitude=0.802	polarity=0.267
word=arregalar os olhos	pleasantness=0	attention=0	sensitivity=-0.936	aptitude=0	polarity=-0.312
word=em linha reta	pleasantness=0.844	attention=0	sensitivity=0	aptitude=0	polarity=0.281
word=quase	pleasantness=0.653	attention=0.646	sensitivity=-0.242	aptitude=0.31	polarity=0.456
word=símile	pleasantness=0.315	attention=0.329	sensitivity=-0.259	aptitude=0.382	polarity=0.256
word=sapato de cavalo	pleasantness=-0.11	attention=0.095	sensitivity=-0.066	aptitude=0	polarity=-0.027
word=pão de manteiga	pleasantness=-0.14	attention=0	sensitivity=0	aptitude=-0.082	polarity=-0.074
word=descobrir a necessidade	pleasantness=0.899	attention=0.861	sensitivity=0	aptitude=0.859	polarity=0.873
word=elegante	pleasantness=0.927	attention=0	sensitivity=0	aptitude=0	polarity=0.309
word=segundo	pleasantness=0.036	attention=-0.04	sensitivity=0	aptitude=0	polarity=0.025
word=FECE	pleasantness=-0.154	attention=-0.087	sensitivity=0	aptitude=-0.238	polarity=-0.102
word=Insira a maratona	pleasantness=-0.049	attention=-0.033	sensitivity=0.066	aptitude=0	polarity=-0.027
word=agir rapidamente	pleasantness=-0.092	attention=0.104	sensitivity=0	aptitude=0.099	polarity=0.037
word=comprar preservativo	pleasantness=0	attention=0.143	sensitivity=-0.051	aptitude=0.073	polarity=0.055
word=máquina de controle	pleasantness=0.093	attention=-0.021	sensitivity=0	aptitude=0.056	polarity=0.057
word=delírio	pleasantness=0	attention=0	sensitivity=0	aptitude=-1	polarity=-0.333
word=inanimados	pleasantness=0.03	attention=0	sensitivity=0	aptitude=0.119	polarity=0.05
word=blusa	pleasantness=0.1	attention=-0.12	sensitivity=0.05	aptitude=-0.032	polarity=0.046
word=Admiro	pleasantness=0	attention=0	sensitivity=0	aptitude=0.705	polarity=0.235
word=boa promessa	pleasantness=-0.187	attention=0	sensitivity=-0.066	aptitude=-0.065	polarity=-0.106
word=esconder a identidade	pleasantness=-0.381	attention=0.108	sensitivity=-0.389	aptitude=0.072	polarity=-0.197
word=caro	pleasantness=0	attention=0	sensitivity=0.011	aptitude=0.09	polarity=0.026
word=refeição do jantar	pleasantness=0.937	attention=0	sensitivity=0	aptitude=0.828	polarity=0.588
word=sala de exame médico	pleasantness=0	attention=0	sensitivity=-0.136	aptitude=-0.182	polarity=-0.106
word=peixe limpo	pleasantness=0.029	attention=0	sensitivity=0.042	aptitude=-0.072	polarity=-0.028
word=mulher bonita	pleasantness=0	attention=0.098	sensitivity=0	aptitude=0.107	polarity=0.068
word=clima de verão	pleasantness=0.109	attention=0	sensitivity=-0.067	aptitude=0.073	polarity=0.038
word=estudante sério	pleasantness=0	attention=0	sensitivity=0	aptitude=0.783	polarity=0.261
word=aprender a ferramenta	pleasantness=-0.075	attention=0	sensitivity=0	aptitude=0	polarity=-0.025
word=fósseis	pleasantness=0	attention=0	sensitivity=0	aptitude=0.882	polarity=0.294
word=numeral	pleasantness=0.049	attention=0.113	sensitivity=0.107	aptitude=0.162	polarity=0.072
word=revitalizar-se oneself	pleasantness=0	attention=0	sensitivity=0.037	aptitude=-0.045	polarity=-0.027
word=conjunto para baixo	pleasantness=0	attention=0.136	sensitivity=0.009	aptitude=0.174	polarity=0.1
word=como custo	pleasantness=0	attention=0.251	sensitivity=0	aptitude=0.163	polarity=0.138
word=fazer plano	pleasantness=-0.155	attention=0.173	sensitivity=-0.127	aptitude=0	polarity=-0.036
word=especialista em	pleasantness=0	attention=0.088	sensitivity=-0.185	aptitude=0	polarity=-0.032
word=começar a trabalhar	pleasantness=0.229	attention=0.127	sensitivity=0	aptitude=0	polarity=0.119
word=engravidar a fêmea	pleasantness=0.081	attention=0.134	sensitivity=-0.077	aptitude=0	polarity=0.046
word=júbilo	pleasantness=0.653	attention=0.635	sensitivity=-0.244	aptitude=0.294	polarity=0.446
word=erva	pleasantness=0.062	attention=0.115	sensitivity=0	aptitude=0	polarity=0.059
word=expressão artística	pleasantness=0.681	attention=-0.572	sensitivity=0	aptitude=0.632	polarity=0.628
word=tocar violino	pleasantness=0.837	attention=0	sensitivity=0	aptitude=0	polarity=0.279
word=Chirk acima	pleasantness=0.655	attention=0.635	sensitivity=-0.237	aptitude=0.3	polarity=0.451
word=chassi	pleasantness=0	attention=-0.01	sensitivity=0	aptitude=0.069	polarity=0.026
word=ingratidão	pleasantness=-0.34	attention=0.441	sensitivity=-0.101	aptitude=-0.204	polarity=-0.068
word=culto	pleasantness=0.052	attention=0.223	sensitivity=-0.068	aptitude=0.163	polarity=0.123
word=colocar o vidro	pleasantness=-0.079	attention=0	sensitivity=0	aptitude=-0.086	polarity=-0.055
word=banco de esperma	pleasantness=0	attention=0.098	sensitivity=0	aptitude=0	polarity=0.033
word=bobão	pleasantness=-0.032	attention=-0.098	sensitivity=0.112	aptitude=-0.157	polarity=-0.068
word=calcular	pleasantness=0.047	attention=0.148	sensitivity=0	aptitude=0.107	polarity=0.101
word=passar no exame	pleasantness=-0.075	attention=-0.016	sensitivity=0	aptitude=-0.143	polarity=-0.067
word=pé quente	pleasantness=0	attention=-0.024	sensitivity=0.112	aptitude=0	polarity=-0.029
word=dente de fio dental	pleasantness=-0.086	attention=0	sensitivity=-0.046	aptitude=0	polarity=-0.044
word=substância	pleasantness=0.049	attention=0	sensitivity=0	aptitude=0.113	polarity=0.054
word=tópico interessante	pleasantness=0.5	attention=0.747	sensitivity=0	aptitude=0.959	polarity=0.735
word=tornozelo de pausa	pleasantness=0	attention=-0.145	sensitivity=0.115	aptitude=-0.13	polarity=-0.033
word=elaborar	pleasantness=-0.067	attention=0.108	sensitivity=-0.086	aptitude=0.233	polarity=0.063
word=identificar a pessoa	pleasantness=0.042	attention=0.227	sensitivity=-0.122	aptitude=0.298	polarity=0.148
word=Quero relaxar	pleasantness=0	attention=0.915	sensitivity=0	aptitude=0	polarity=0.305
word=polêmica	pleasantness=0	attention=0	sensitivity=0.94	aptitude=0	polarity=-0.313
word=Certifique-se de mover	pleasantness=-0.056	attention=0.08	sensitivity=-0.083	aptitude=0.166	polarity=0.036
word=puppy love	pleasantness=0.522	attention=0.674	sensitivity=-0.277	aptitude=0.27	polarity=0.396
word=dar palestra	pleasantness=0.122	attention=0.066	sensitivity=0	aptitude=0	polarity=0.063
word=rotação	pleasantness=0.038	attention=0	sensitivity=0.031	aptitude=0.124	polarity=0.044
word=enoja	pleasantness=-0.801	attention=-0.836	sensitivity=0.967	aptitude=0	polarity=-0.311
word=Saia de cama	pleasantness=-0.137	attention=-0.007	sensitivity=0	aptitude=-0.09	polarity=-0.073
word=entreter a criança	pleasantness=0.738	attention=0.961	sensitivity=0	aptitude=0	polarity=0.566
word=críticas	pleasantness=-0.296	attention=-0.121	sensitivity=0	aptitude=-0.29	polarity=-0.155
word=dourado	pleasantness=0.049	attention=0.145	sensitivity=0	aptitude=0.171	polarity=0.122
word=Vairão	pleasantness=0	attention=-0.022	sensitivity=0.044	aptitude=-0.085	polarity=-0.036
word=dividir	pleasantness=-0.024	attention=0.114	sensitivity=0	aptitude=0.204	polarity=0.098
word=classificação	pleasantness=0.028	attention=0.117	sensitivity=0.024	aptitude=0.078	polarity=0.066
word=sair em público	pleasantness=0.06	attention=0.076	sensitivity=0	aptitude=0.071	polarity=0.069
word=caixa de presente	pleasantness=0.827	attention=-0.935	sensitivity=0	aptitude=0.759	polarity=0.84
word=Conheço bem o assunto	pleasantness=-0.095	attention=-0.067	sensitivity=0.04	aptitude=-0.205	polarity=-0.091
word=Substitua	pleasantness=0	attention=0	sensitivity=-0.095	aptitude=0.353	polarity=0.086
word=Pergunte a pessoa	pleasantness=0	attention=0.109	sensitivity=-0.055	aptitude=0.122	polarity=0.059
word=me recuso	pleasantness=0	attention=0	sensitivity=0	aptitude=-0.101	polarity=-0.034
word=cometer erro	pleasantness=-0.816	attention=0	sensitivity=0.809	aptitude=-0.866	polarity=-0.83
word=caixa de cartão	pleasantness=0.029	attention=-0.033	sensitivity=0.066	aptitude=-0.086	polarity=-0.03
word=obrigação	pleasantness=-0.066	attention=0.262	sensitivity=-0.207	aptitude=0.231	polarity=0.073
word=unidade	pleasantness=0.052	attention=0.109	sensitivity=0.086	aptitude=0.116	polarity=0.064
word=humanos muito grande	pleasantness=0.026	attention=0	sensitivity=0.012	aptitude=0.099	polarity=0.038
word=cair	pleasantness=0	attention=-0.808	sensitivity=-0.972	aptitude=0	polarity=-0.055
word=sexual	pleasantness=0	attention=0.095	sensitivity=0	aptitude=0.167	polarity=0.087
word=única pessoa	pleasantness=0.077	attention=0.092	sensitivity=0	aptitude=0	polarity=0.056
word=atrasos	pleasantness=-0.026	attention=0.077	sensitivity=-0.063	aptitude=-0.104	polarity=-0.039
word=insegurança	pleasantness=-0.439	attention=0.42	sensitivity=-0.171	aptitude=-0.188	polarity=-0.126
word=exortar	pleasantness=0.655	attention=0.635	sensitivity=-0.237	aptitude=0.3	polarity=0.451
word=treino muito	pleasantness=-0.092	attention=-0.053	sensitivity=0.063	aptitude=-0.156	polarity=-0.086
word=beber álcool	pleasantness=-0.043	attention=0	sensitivity=-0.097	aptitude=-0.124	polarity=-0.088
word=manter o compromisso de faixa	pleasantness=-0.068	attention=0.099	sensitivity=0.077	aptitude=-0.085	polarity=-0.044
word=Mariposa	pleasantness=0	attention=-0.079	sensitivity=0.098	aptitude=-0.108	polarity=-0.042
word=amostra	pleasantness=0	attention=0.23	sensitivity=-0.113	aptitude=0.206	polarity=0.108
word=Sinfonia	pleasantness=0.445	attention=0.37	sensitivity=-0.142	aptitude=0.483	polarity=0.385
word=música	pleasantness=0.937	attention=0	sensitivity=0	aptitude=0	polarity=0.312
word=Faça aço	pleasantness=0.066	attention=0	sensitivity=0.027	aptitude=0.054	polarity=0.031
word=passaporte	pleasantness=0.082	attention=0.184	sensitivity=-0.075	aptitude=0.208	polarity=0.133
word=greve	pleasantness=0.37	attention=0.575	sensitivity=-0.227	aptitude=0.161	polarity=0.293
word=vida longa	pleasantness=0.879	attention=0.884	sensitivity=0	aptitude=0.979	polarity=0.914
word=atividade recreativa	pleasantness=0.077	attention=-0.081	sensitivity=0.092	aptitude=0.058	polarity=0.041
word=exercício de pé	pleasantness=0	attention=0	sensitivity=0	aptitude=0.964	polarity=0.321
word=Coloque roupas quentes	pleasantness=0	attention=-0.037	sensitivity=0.059	aptitude=-0.053	polarity=-0.025
word=swap	pleasantness=-0.055	attention=0.241	sensitivity=-0.06	aptitude=0.286	polarity=0.137
word=cair no sono	pleasantness=0	attention=-0.134	sensitivity=0.047	aptitude=-0.28	polarity=-0.064
word=bolso de trás	pleasantness=0	attention=0.092	sensitivity=0	aptitude=0	polarity=0.031
word=papelada	pleasantness=0.044	attention=-0.026	sensitivity=0	aptitude=0	polarity=0.023
word=Santo	pleasantness=0.754	attention=0.981	sensitivity=0	aptitude=0.966	polarity=0.9
word=Relaxe	pleasantness=0.838	attention=0.744	sensitivity=0	aptitude=0.874	polarity=0.819
word=comprimido do sono	pleasantness=-0.051	attention=-0.013	sensitivity=0.039	aptitude=0	polarity=-0.026
word=coelhinho da Páscoa	pleasantness=0.927	attention=0.742	sensitivity=0	aptitude=0.879	polarity=0.849
word=desmaiou de repente	pleasantness=-0.051	attention=0	sensitivity=-0.128	aptitude=0	polarity=-0.06
word=machucar	pleasantness=-0.933	attention=-0.989	sensitivity=-0.914	aptitude=0	polarity=-0.286
word=exuberantemente	pleasantness=0.512	attention=0.658	sensitivity=-0.254	aptitude=0.256	polarity=0.391
word=vidro	pleasantness=0	attention=0.069	sensitivity=0.025	aptitude=0.074	polarity=0.039
word=tornar-se cego	pleasantness=-0.994	attention=-0.757	sensitivity=-0.901	aptitude=0	polarity=-0.379
word=cirurgião	pleasantness=-0.036	attention=0.068	sensitivity=-0.165	aptitude=-0.099	polarity=-0.077
word=registro de dados	pleasantness=0.028	attention=-0.602	sensitivity=0	aptitude=0.354	polarity=0.328
word=Senhor	pleasantness=0.059	attention=0.153	sensitivity=-0.051	aptitude=0.144	polarity=0.102
word=obter o divórcio	pleasantness=-0.814	attention=-0.742	sensitivity=0.946	aptitude=-0.807	polarity=-0.608
word=Segure	pleasantness=0.022	attention=0.16	sensitivity=-0.11	aptitude=0.268	polarity=0.113
word=aprender a pensar	pleasantness=0.098	attention=0.165	sensitivity=-0.134	aptitude=0.284	polarity=0.138
word=servir comida	pleasantness=0	attention=-0.174	sensitivity=0	aptitude=0.244	polarity=0.139
word=comer fruta	pleasantness=0.738	attention=0	sensitivity=0	aptitude=0	polarity=0.246
word=compilação de saída	pleasantness=-0.025	attention=0.104	sensitivity=-0.057	aptitude=0.162	polarity=0.061
word=realização	pleasantness=0.122	attention=0	sensitivity=0	aptitude=0.107	polarity=0.076
word=laboratório de Ciências	pleasantness=-0.063	attention=-0.026	sensitivity=-0.069	aptitude=-0.031	polarity=-0.046
word=casa de cinema de exibição	pleasantness=0.995	attention=0.722	sensitivity=0	aptitude=0.773	polarity=0.83
word=placa de madeira	pleasantness=0.071	attention=0	sensitivity=0.031	aptitude=0.064	polarity=0.035
word=distanciamento	pleasantness=-0.93	attention=0	sensitivity=0	aptitude=-0.726	polarity=-0.552
word=armário	pleasantness=0	attention=0.072	sensitivity=0	aptitude=0	polarity=0.024
word=voto	pleasantness=0.088	attention=0.317	sensitivity=-0.297	aptitude=0.379	polarity=0.162
word=êmbolo	pleasantness=0	attention=-0.044	sensitivity=0.039	aptitude=-0.097	polarity=-0.031
word=exemplo de	pleasantness=0	attention=0.142	sensitivity=-0.082	aptitude=0.258	polarity=0.106
word=cor brilhante	pleasantness=-0.028	attention=0.259	sensitivity=-0.111	aptitude=0.104	polarity=0.075
word=ganhar o jogo	pleasantness=0.742	attention=0.995	sensitivity=0	aptitude=0.747	polarity=0.828
word=pessoa ingênua	pleasantness=0	attention=0	sensitivity=0.894	aptitude=-0.825	polarity=-0.573
word=delegacia de polícia	pleasantness=0	attention=0	sensitivity=-0.059	aptitude=-0.117	polarity=-0.059
word=soberbamente	pleasantness=0.046	attention=-0.66	sensitivity=0	aptitude=0.365	polarity=0.357
word=usar o banheiro	pleasantness=-0.109	attention=0.076	sensitivity=0	aptitude=-0.06	polarity=-0.031
word=número da lista	pleasantness=0	attention=0.148	sensitivity=0.105	aptitude=0.187	polarity=0.077
word=manter o controle	pleasantness=0	attention=0.116	sensitivity=0.089	aptitude=0.067	polarity=0.031
word=agregado familiar	pleasantness=0.051	attention=0.112	sensitivity=0	aptitude=0	polarity=0.054
word=artilharia	pleasantness=0	attention=-0.058	sensitivity=0	aptitude=-0.146	polarity=-0.029
word=tabela	pleasantness=0.036	attention=-0.052	sensitivity=0	aptitude=0	polarity=0.029
word=Gusto	pleasantness=0.508	attention=0.659	sensitivity=-0.254	aptitude=0.253	polarity=0.389
word=moeda	pleasantness=0	attention=0.237	sensitivity=0.039	aptitude=0.098	polarity=0.099
word=difamam	pleasantness=-0.041	attention=0.166	sensitivity=0.684	aptitude=-0.657	polarity=-0.405
word=Cuidado	pleasantness=-0.325	attention=0.133	sensitivity=-0.389	aptitude=0	polarity=-0.194
word=armadilha de isca	pleasantness=0.02	attention=0.162	sensitivity=0	aptitude=0.062	polarity=0.081
word=restaurante espanhol	pleasantness=0.039	attention=0.089	sensitivity=0.023	aptitude=0	polarity=0.035
word=absoluto	pleasantness=0.295	attention=0.239	sensitivity=0.049	aptitude=0.346	polarity=0.277
word=compreender melhor	pleasantness=0.932	attention=0.774	sensitivity=0	aptitude=0.798	polarity=0.835
word=animal de estimação comum	pleasantness=0	attention=0	sensitivity=0	aptitude=-0.873	polarity=-0.291
word=enxada	pleasantness=-0.088	attention=0	sensitivity=0	aptitude=0	polarity=-0.029
word=decidir a ordem	pleasantness=-0.026	attention=0	sensitivity=0.046	aptitude=-0.061	polarity=-0.044
word=covinha	pleasantness=0	attention=-0.026	sensitivity=0.033	aptitude=-0.089	polarity=-0.032
word=viagens	pleasantness=0	attention=0	sensitivity=0	aptitude=0.097	polarity=0.032
word=danos	pleasantness=-0.831	attention=-0.993	sensitivity=-0.83	aptitude=-0.784	polarity=-0.484
word=máquina	pleasantness=0.069	attention=0.14	sensitivity=-0.064	aptitude=0.108	polarity=0.084
word=quente	pleasantness=0.098	attention=0	sensitivity=-0.058	aptitude=0.051	polarity=0.03
word=Leia o rótulo	pleasantness=-0.111	attention=0.11	sensitivity=-0.079	aptitude=0	polarity=-0.027
word=comer bem	pleasantness=0.996	attention=0	sensitivity=0	aptitude=0	polarity=0.332
word=salto	pleasantness=0.023	attention=0	sensitivity=0	aptitude=0.102	polarity=0.042
word=cavalinho	pleasantness=0	attention=-0.114	sensitivity=0.022	aptitude=0.06	polarity=0.051
word=Simpósio	pleasantness=0	attention=0	sensitivity=-0.082	aptitude=0	polarity=-0.027
word=casas de câmbio	pleasantness=-0.078	attention=0.314	sensitivity=-0.115	aptitude=0.229	polarity=0.117
word=classificar	pleasantness=-0.076	attention=0.331	sensitivity=-0.111	aptitude=0.275	polarity=0.14
word=abstração	pleasantness=0.144	attention=0.291	sensitivity=-0.075	aptitude=0.296	polarity=0.219
word=sensação de calor difusa	pleasantness=0.191	attention=0.108	sensitivity=-0.127	aptitude=0.088	polarity=0.087
word=valor acrescentado	pleasantness=0	attention=0.197	sensitivity=0.056	aptitude=0.177	polarity=0.106
word=vida melhor	pleasantness=0.808	attention=0	sensitivity=0	aptitude=0.975	polarity=0.594
word=convite	pleasantness=0	attention=0.852	sensitivity=0	aptitude=0	polarity=0.284
word=Sinto-me cansada	pleasantness=0	attention=0	sensitivity=0	aptitude=-0.89	polarity=-0.297
word=pavio curto	pleasantness=-0.124	attention=0.13	sensitivity=0.646	aptitude=-0.64	polarity=-0.427
word=desalentado	pleasantness=-0.826	attention=0.226	sensitivity=-0.461	aptitude=-0.051	polarity=-0.371
word=desfrutar a paisagem	pleasantness=0.877	attention=0.832	sensitivity=0	aptitude=0.791	polarity=0.833
word=jogo de banda	pleasantness=0.937	attention=0	sensitivity=0	aptitude=0	polarity=0.312
word=vocalização	pleasantness=0.032	attention=0	sensitivity=0	aptitude=0.149	polarity=0.06
word=errado	pleasantness=-0.722	attention=0	sensitivity=0.752	aptitude=-0.815	polarity=-0.763
word=trabalho para ganhar dinheiro	pleasantness=0	attention=0.146	sensitivity=0	aptitude=0	polarity=0.049
word=cheque de pagamento	pleasantness=-0.053	attention=-0.051	sensitivity=0.063	aptitude=-0.065	polarity=-0.043
word=pigmento	pleasantness=0	attention=0	sensitivity=0	aptitude=0.098	polarity=0.033
word=extorsão	pleasantness=-0.067	attention=0.329	sensitivity=-0.159	aptitude=0.134	polarity=0.079
word=linda criatura	pleasantness=0.816	attention=0.756	sensitivity=0	aptitude=0.747	polarity=0.773
word=enviar informações	pleasantness=0	attention=-0.052	sensitivity=0.011	aptitude=0.057	polarity=0.033
word=consulte o advogado	pleasantness=-0.219	attention=0.108	sensitivity=-0.134	aptitude=0	polarity=-0.082
word=jovem senhora	pleasantness=0	attention=0.105	sensitivity=-0.084	aptitude=0.055	polarity=0.025
word=grande árvore	pleasantness=0.856	attention=0	sensitivity=0	aptitude=0	polarity=0.285
word=até a colina	pleasantness=0	attention=0.1	sensitivity=0	aptitude=0.113	polarity=0.071
word=revolta	pleasantness=0	attention=0	sensitivity=0.729	aptitude=-0.788	polarity=-0.506
word=sede	pleasantness=0	attention=0.089	sensitivity=0	aptitude=0	polarity=0.03
word=acidentes acontecem	pleasantness=-0.817	attention=-0.876	sensitivity=-0.919	aptitude=0	polarity=-0.287
word=doentios	pleasantness=-0.062	attention=0.128	sensitivity=0.707	aptitude=-0.677	polarity=-0.439
word=alias	pleasantness=0.056	attention=0.183	sensitivity=-0.126	aptitude=0.188	polarity=0.1
word=quintal de casa	pleasantness=0.062	attention=0.135	sensitivity=0	aptitude=0.161	polarity=0.119
word=tirar férias	pleasantness=0.847	attention=0.738	sensitivity=0	aptitude=0.908	polarity=0.831
word=gastar muito dinheiro	pleasantness=-0.086	attention=0	sensitivity=0	aptitude=-0.072	polarity=-0.053
word=democrática	pleasantness=0.151	attention=-0.094	sensitivity=0	aptitude=0	polarity=0.082
word=Segure o vidro	pleasantness=0	attention=0.08	sensitivity=0.016	aptitude=0.098	polarity=0.054
word=vento	pleasantness=-0.057	attention=-0.04	sensitivity=0.011	aptitude=-0.143	polarity=-0.057
word=vinho	pleasantness=0.161	attention=-0.146	sensitivity=0.031	aptitude=-0.104	polarity=0.057
word=origem	pleasantness=0.102	attention=0.142	sensitivity=-0.081	aptitude=0.224	polarity=0.129
word=gabarito	pleasantness=-0.058	attention=0.138	sensitivity=-0.065	aptitude=0.259	polarity=0.091
word=nota ruim	pleasantness=-0.3	attention=-0.031	sensitivity=-0.096	aptitude=-0.056	polarity=-0.14
word=maré do oceano	pleasantness=0	attention=0	sensitivity=-0.058	aptitude=0.2	polarity=0.047
word=variam	pleasantness=0.295	attention=0.072	sensitivity=0	aptitude=0.136	polarity=0.168
word=se perder	pleasantness=-0.088	attention=-0.106	sensitivity=0.047	aptitude=-0.137	polarity=-0.055
word=gêneros alimentícios	pleasantness=0.055	attention=0	sensitivity=0.028	aptitude=0.089	polarity=0.039
word=ficar de mau humor	pleasantness=0.056	attention=0.105	sensitivity=0.786	aptitude=-0.681	polarity=-0.435
word=pele seca	pleasantness=0.048	attention=-0.006	sensitivity=0.011	aptitude=0.064	polarity=0.036
word=canta bem	pleasantness=0.814	attention=0.773	sensitivity=0	aptitude=0	polarity=0.529
word=Se manda	pleasantness=-0.027	attention=0.13	sensitivity=-0.057	aptitude=0.134	polarity=0.06
word=admiravelmente	pleasantness=0.575	attention=0.636	sensitivity=-0.268	aptitude=0.318	polarity=0.42
